mes,uf,faixa_etaria,id_sexo,id_grupo,id_escolaridade,qtd_pop,qtd_pop_visitou_estab_saude,qtd_pop_nao_visitou_estab_saude,qtd_pop_nao_visitou_estab_saude_ficou_em_casa,qtd_pop_nao_visitou_estab_saude_ligou_prof_saude,qtd_pop_nao_visitou_estab_saude_auto_medicou,qtd_pop_nao_visitou_estab_saude_recebeu_medicacao,qtd_pop_nao_visitou_estab_saude_recebeu_visita_prof_sus,qtd_pop_nao_visitou_estab_saude_recebeu_visita_prof_part,qtd_pop_nao_visitou_estab_saude_outro,qtd_pop_posto_saude,qtd_pop_pronto_socorro_sus,qtd_pop_hospital_sus,qtd_pop_ambulatorios_privado,qtd_pop_pronto_socorro_privado,qtd_pop_hospital_privado,qtd_pop_foi_internada,qtd_pop_nao_foi_internada,qtd_pop_nao_foi_atendida,qtd_pop_fez_teste_covid,qtd_pop_fez_teste_covid_swab,qtd_pop_teste_swab_positivo,qtd_pop_teste_swab_negativo,qtd_pop_teste_swab_inconclusivo,qtd_pop_teste_swab_sem_resultado,qtd_pop_fez_teste_covid_furo_dedo,qtd_pop_teste_furo_dedo_positivo,qtd_pop_teste_furo_dedo_negativo,qtd_pop_teste_furo_dedo_inconclusivo,qtd_pop_teste_furo_dedo_sem_resultado,qtd_pop_fez_teste_covid_veia,qtd_pop_teste_veia_positivo,qtd_pop_teste_veia_negativo,qtd_pop_teste_veia_inconclusivo,qtd_pop_teste_veia_sem_resultado,vl_ganho_mes_referencia,qtd_pop_recebeu_aposentadoria_pensao,qtd_pop_recebeu_pensao_alimenticia,qtd_pop_recebeu_bolsa_familia,qtd_pop_recebeu_bpc_loas,qtd_pop_recebeu_auxilio_emergencial,qtd_pop_recebeu_seguro_desemprego,qtd_pop_recebeu_outros_rendimentos
8,DF,Idosos,2,4,7,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,1
8,DF,Idosos,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,999.0,1,0,0,1,0,0,0
8,DF,Adultos,2,1,6,5,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16045.0,1,0,0,0,2,0,0
8,DF,Idosos,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,0,0,0,1,0,0
8,DF,Jovens,1,4,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0
8,DF,Idosos,2,5,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0
8,DF,Jovens,2,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,DF,Adultos,2,5,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,DF,Idosos,1,1,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.0,3,0,0,0,1,0,0
8,DF,Jovens,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,0,0,0,1,0,0
8,DF,Idosos,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5700.0,1,0,0,0,0,0,1
8,DF,Idosos,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,DF,Idosos,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,DF,Adultos,1,4,8,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,47000.0,0,0,0,0,0,0,0
8,DF,Idosos,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,DF,Adultos,2,2,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,0,1,0,0,2,0,0
8,DF,Idosos,2,4,6,3,1,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,1,0,0,0,3,0,0
8,DF,Idosos,1,4,2,4,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1200.0,0,0,0,1,3,0,0
8,DF,Idosos,2,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0
8,DF,Adultos,1,4,5,21,10,11,5,0,8,1,0,0,0,4,1,2,1,0,1,0,4,0,10,3,2,0,0,1,6,2,4,0,0,1,0,1,0,0,37035.0,3,1,1,1,11,0,2
8,DF,Jovens,1,2,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,2,0,0
8,DF,Adultos,2,2,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.0,0,0,0,0,3,0,0
8,DF,Adultos,2,4,6,7,2,5,4,0,2,1,0,0,1,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3534.0,1,0,3,0,5,0,1
8,DF,Idosos,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,DF,Idosos,2,4,1,5,2,3,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2045.0,4,0,0,0,2,1,0
8,DF,Adultos,2,1,8,11,3,8,7,0,2,0,0,0,0,0,1,0,1,0,2,0,3,0,6,5,3,2,0,0,1,0,1,0,0,4,1,3,0,0,87550.0,3,2,0,1,0,0,2
8,DF,Adultos,2,1,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2400.0,1,0,0,0,2,0,1
8,DF,Adultos,2,4,8,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,1,0,1,0,0,1,0,1,0,0,33000.0,1,1,0,0,0,0,0
8,DF,Adultos,1,1,8,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,1,0,0,1,0,0,0,0,0,2,1,1,0,0,35500.0,1,0,0,0,1,0,1
8,DF,Jovens,2,1,1,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,DF,Adultos,2,2,7,7,5,2,2,0,2,0,0,0,0,0,0,1,1,2,1,0,4,0,5,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,15400.0,3,1,1,0,2,0,2
8,DF,Adultos,1,4,4,8,2,6,5,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7800.0,0,0,1,0,6,0,0
8,DF,Adultos,1,4,6,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2600.0,0,0,0,0,3,0,0
8,DF,Adultos,2,1,5,18,6,12,10,0,5,2,0,0,0,4,0,2,0,0,0,0,2,0,6,0,0,0,0,0,5,0,5,0,0,1,1,0,0,0,13740.0,6,2,3,0,11,1,3
8,DF,Jovens,1,4,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0
8,DF,Adultos,2,4,2,12,3,9,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4695.0,1,1,2,2,7,0,3
8,DF,Jovens,1,4,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1
8,DF,Jovens,1,1,1,6,1,5,4,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,3,0,1
8,DF,Adultos,1,4,3,4,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2600.0,2,0,0,1,2,0,0
8,DF,Adultos,2,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.0,1,0,0,0,1,0,0
8,DF,Idosos,2,1,2,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,2,0,3
8,DF,Adultos,2,1,2,6,2,4,2,0,4,0,0,0,0,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5680.0,2,0,1,1,5,1,2
8,DF,Idosos,1,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,DF,Idosos,1,4,5,6,2,4,3,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,5000.0,3,0,1,0,2,0,1
8,DF,Adultos,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,DF,Adultos,1,1,2,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,0,0,1,1,3,0,0
8,DF,Adultos,1,1,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3800.0,1,1,0,0,0,0,0
8,DF,Adultos,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0
8,DF,Idosos,2,4,5,5,3,2,2,0,2,0,0,0,0,0,1,1,0,0,1,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13600.0,2,0,0,0,2,0,0
8,DF,Idosos,1,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0
8,DF,Adultos,1,2,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,DF,Jovens,2,1,4,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,DF,Idosos,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1100.0,1,0,0,0,0,0,0
8,DF,Idosos,1,4,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,1,1,2,0,0
8,DF,Adultos,2,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,DF,Adultos,1,1,3,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2700.0,1,0,0,0,2,0,0
8,DF,Idosos,1,1,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0
8,DF,Idosos,2,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,0,0
8,DF,Adultos,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.0,0,0,0,0,0,0,0
8,DF,Adultos,2,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,1
8,DF,Jovens,2,1,2,5,0,5,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,3,0,1
8,DF,Adultos,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0
8,DF,Idosos,1,4,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3000.0,1,0,0,0,0,0,1
8,DF,Adultos,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,DF,Jovens,2,4,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,DF,Idosos,2,1,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,1,0,0,0,0,0,0
8,ES,Adultos,2,1,5,28,6,22,15,0,12,1,0,0,1,4,1,0,0,1,0,0,2,0,8,5,3,1,0,1,3,0,3,0,0,2,1,1,0,0,19084.0,6,5,1,1,17,2,2
8,ES,Adultos,1,1,7,11,1,10,6,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,66700.0,3,0,0,0,4,0,3
8,ES,Idosos,1,1,2,11,5,6,4,0,4,2,0,0,0,3,2,0,1,0,1,0,3,0,4,3,1,1,0,1,1,1,0,0,0,2,1,1,0,0,2090.0,10,0,0,1,2,0,2
8,ES,Adultos,2,4,3,15,1,14,9,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6055.0,2,2,1,1,11,0,0
8,ES,Idosos,2,4,5,8,1,7,4,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,6,2,0,0,2,0,1
8,ES,Adultos,2,4,5,51,9,42,22,0,27,0,0,0,2,6,0,0,1,1,1,0,2,0,14,7,3,2,0,2,4,2,2,0,0,5,2,2,1,0,45606.0,10,4,3,2,33,3,0
8,ES,Jovens,1,4,4,10,0,10,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543.0,2,1,0,3,4,1,0
8,ES,Adultos,1,4,3,7,3,4,3,0,2,0,0,0,0,1,1,1,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4700.0,2,0,0,0,7,1,0
8,ES,Adultos,2,2,6,5,1,4,4,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,700.0,2,0,0,0,3,2,0
8,ES,Idosos,2,4,1,12,3,8,6,0,4,4,1,0,0,1,1,1,0,0,0,1,1,0,2,2,0,1,0,1,1,0,1,0,0,1,0,1,0,0,250.0,10,0,0,3,4,0,1
8,ES,Adultos,2,4,2,41,13,28,23,1,22,2,0,0,2,6,3,1,0,0,2,0,6,0,7,4,0,2,0,2,2,1,1,0,0,2,0,2,0,0,14855.0,10,2,2,0,29,0,2
8,ES,Jovens,2,1,4,6,1,5,5,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,3,0,0
8,ES,Adultos,2,1,2,19,5,14,9,1,8,2,0,0,0,4,1,0,0,0,0,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5014.0,2,1,2,1,13,1,0
8,ES,Adultos,2,4,7,23,4,19,14,0,11,4,0,0,0,1,2,0,0,0,1,0,3,0,8,6,1,3,0,2,1,1,0,0,0,3,1,1,1,0,50995.0,4,1,0,0,9,0,3
8,ES,Idosos,2,4,2,19,5,14,12,2,9,4,0,0,0,3,2,1,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,16,1,2,1,9,0,1
8,ES,Jovens,1,1,1,8,1,7,7,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,7,0,1
8,ES,Jovens,2,1,1,6,2,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,4,1,0
8,ES,Adultos,2,2,2,14,4,10,6,1,7,1,0,0,0,4,1,0,0,0,0,0,1,0,4,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,7265.0,1,1,2,0,12,0,1
8,ES,Adultos,2,1,8,19,6,13,12,0,8,0,0,0,0,1,0,0,1,1,2,0,3,0,6,2,0,2,0,0,1,0,1,0,0,3,0,3,0,0,64608.0,5,0,0,0,3,0,4
8,ES,Idosos,2,1,7,7,1,6,5,1,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000.0,7,0,0,0,1,0,3
8,ES,Adultos,2,1,4,5,3,2,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,3,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2545.0,2,1,1,0,3,1,0
8,ES,Adultos,2,1,3,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.0,0,0,0,0,3,0,0
8,ES,Idosos,2,1,1,5,2,3,2,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,5,0,0,0,2,0,0
8,ES,Idosos,1,4,5,5,2,3,3,0,2,1,1,0,0,2,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1145.0,3,0,1,0,2,0,0
8,ES,Adultos,1,1,6,5,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10545.0,1,1,0,0,3,1,1
8,ES,Adultos,1,2,8,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,5045.0,1,0,0,0,0,0,0
8,ES,Jovens,1,1,6,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1
8,ES,Idosos,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
8,ES,Jovens,1,2,1,5,0,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,4,0,0
8,ES,Adultos,2,2,3,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0
8,ES,Adultos,1,5,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3200.0,0,0,0,0,0,0,0
8,ES,Adultos,1,2,4,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2200.0,0,0,1,1,1,0,0
8,ES,Idosos,2,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.0,0,0,0,0,1,0,0
8,ES,Adultos,1,4,7,10,3,7,4,2,4,2,1,1,0,0,0,0,2,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26890.0,4,1,0,0,5,0,3
8,ES,Idosos,1,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0
8,ES,Idosos,2,2,2,7,0,7,6,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290.0,5,0,0,1,3,0,0
8,ES,Adultos,2,4,8,6,1,5,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,23100.0,0,1,0,0,1,0,1
8,ES,Idosos,1,4,1,6,0,6,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3245.0,4,0,0,0,4,0,0
8,ES,Idosos,2,1,3,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,1,0,0
8,ES,Adultos,1,1,8,5,2,3,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,72000.0,1,0,0,0,1,0,1
8,ES,Idosos,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.0,1,0,0,0,0,0,0
8,ES,Jovens,2,4,5,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,2,0,1
8,ES,Idosos,2,1,5,5,2,3,2,1,2,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.0,3,0,0,0,2,1,1
8,ES,Idosos,1,1,7,4,1,3,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,4,0,0,0,1,1,1
8,ES,Adultos,1,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,0,0,0,0,0,0,0
8,ES,Adultos,2,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,ES,Adultos,1,4,8,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6000.0,0,0,0,0,0,0,0
8,ES,Jovens,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0
8,ES,Adultos,1,3,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0
8,ES,Idosos,2,1,8,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,2,0,0,0,0,0,0
8,ES,Jovens,1,5,1,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,2,0,0
8,ES,Jovens,2,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0
8,ES,Idosos,2,2,1,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,0,0,1,0,0,0
8,ES,Idosos,2,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950.0,1,0,0,0,0,0,0
8,ES,Idosos,1,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000.0,1,0,0,0,0,0,0
8,ES,Jovens,2,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
8,ES,Adultos,2,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0
8,ES,Jovens,2,5,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0
8,ES,Adultos,2,5,7,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,6750.0,0,0,2,0,2,0,0
